iter	Passed	Remaining
0	7	215
1	13	193
2	20	183
3	27	176
4	34	174
5	41	166
6	48	158
7	54	150
8	61	143
9	69	138
10	76	132
11	85	127
12	92	120
13	101	115
14	108	108
15	116	101
16	122	93
17	130	86
18	137	79
19	143	71
20	149	64
21	155	56
22	162	49
23	168	42
24	174	34
25	180	27
26	186	20
27	194	13
28	201	6
29	207	0
