iter	Passed	Remaining
465	3942	4517
466	3947	4505
467	3954	4494
468	3958	4481
469	3963	4469
470	3969	4458
471	3974	4445
472	3980	4434
473	3986	4423
474	3991	4411
475	3995	4398
476	4002	4388
477	4007	4375
478	4011	4363
479	4018	4353
480	4023	4341
481	4028	4329
482	4034	4318
483	4039	4306
484	4044	4294
485	4051	4284
486	4056	4272
487	4063	4262
488	4069	4252
489	4075	4242
490	4082	4231
491	4089	4222
492	4097	4213
493	4103	4203
494	4112	4195
495	4117	4184
496	4124	4173
497	4134	4167
498	4139	4156
499	4147	4147
500	4152	4135
501	4158	4125
502	4163	4114
503	4169	4103
504	4176	4093
505	4180	4081
506	4185	4069
507	4193	4061
508	4198	4050
509	4204	4039
510	4212	4030
511	4217	4019
512	4223	4009
513	4229	3999
514	4234	3987
515	4242	3979
516	4247	3967
517	4252	3957
518	4259	3947
519	4266	3938
520	4275	3930
521	4281	3920
522	4288	3911
523	4294	3901
524	4299	3889
525	4306	3880
526	4312	3870
527	4317	3859
528	4324	3850
529	4329	3839
530	4336	3830
531	4341	3819
532	4346	3808
533	4352	3798
534	4358	3788
535	4364	3778
536	4372	3769
537	4377	3758
538	4382	3748
539	4388	3738
540	4393	3727
541	4400	3718
542	4405	3707
543	4411	3697
544	4419	3689
545	4423	3678
546	4428	3667
547	4435	3658
548	4439	3647
549	4444	3636
550	4451	3627
551	4455	3616
552	4460	3605
553	4466	3595
554	4470	3584
555	4475	3573
556	4481	3564
557	4486	3553
558	4491	3543
559	4497	3533
560	4502	3523
561	4508	3514
562	4515	3504
563	4519	3494
564	4524	3483
565	4534	3476
566	4541	3468
567	4548	3459
568	4554	3449
569	4562	3442
570	4568	3432
571	4577	3425
572	4584	3416
573	4589	3406
574	4597	3397
575	4602	3387
576	4610	3380
577	4615	3369
578	4621	3360
579	4629	3352
580	4634	3342
581	4641	3333
582	4646	3323
583	4650	3312
584	4657	3303
585	4662	3293
586	4666	3283
587	4673	3274
588	4678	3264
589	4682	3254
590	4689	3245
591	4693	3235
592	4698	3224
593	4705	3216
594	4710	3206
595	4715	3196
596	4723	3188
597	4729	3179
598	4733	3168
599	4740	3160
600	4745	3150
601	4752	3141
602	4757	3132
603	4762	3122
604	4769	3113
605	4773	3103
606	4778	3093
607	4784	3084
608	4789	3075
609	4793	3064
610	4800	3056
611	4804	3046
612	4809	3036
613	4818	3029
614	4823	3019
615	4827	3009
616	4834	3000
617	4839	2991
618	4843	2981
619	4851	2973
620	4855	2963
621	4860	2953
622	4867	2945
623	4871	2935
624	4876	2925
625	4883	2917
626	4888	2908
627	4900	2902
628	4905	2893
629	4913	2885
630	4919	2876
631	4924	2867
632	4933	2860
633	4939	2851
634	4947	2843
635	4952	2834
636	4956	2824
637	4965	2817
638	4970	2808
639	4978	2800
640	4983	2791
641	4988	2781
642	4998	2775
643	5004	2766
644	5013	2759
645	5019	2750
646	5028	2743
647	5035	2735
648	5043	2727
649	5049	2718
650	5056	2710
651	5063	2702
652	5069	2693
653	5076	2685
654	5082	2676
655	5089	2668
656	5094	2659
657	5099	2650
658	5105	2641
659	5110	2632
660	5114	2623
661	5121	2615
662	5126	2605
663	5131	2596
664	5137	2588
665	5141	2578
666	5146	2569
667	5151	2560
668	5157	2551
669	5161	2542
670	5168	2534
671	5174	2525
672	5179	2516
673	5186	2508
674	5190	2499
675	5195	2490
676	5201	2481
677	5206	2472
678	5210	2463
679	5219	2456
680	5224	2447
681	5228	2438
682	5235	2429
683	5239	2420
684	5245	2412
685	5252	2404
686	5256	2395
687	5261	2386
688	5268	2377
689	5272	2368
690	5277	2359
691	5283	2351
692	5287	2342
693	5292	2333
694	5298	2325
695	5303	2316
696	5307	2307
697	5314	2299
698	5320	2291
699	5325	2282
700	5332	2274
701	5337	2265
702	5342	2256
703	5349	2249
704	5353	2240
705	5358	2231
706	5364	2223
707	5369	2214
708	5373	2205
709	5379	2197
710	5384	2188
711	5388	2179
712	5395	2171
713	5399	2162
714	5404	2154
715	5410	2146
716	5415	2137
717	5419	2128
718	5425	2120
719	5431	2112
720	5436	2103
721	5443	2095
722	5447	2087
723	5452	2078
724	5458	2070
725	5466	2063
726	5471	2054
727	5476	2046
728	5481	2037
729	5489	2030
730	5496	2022
731	5505	2015
732	5513	2008
733	5522	2001
734	5533	1994
735	5542	1987
736	5549	1980
737	5556	1972
738	5561	1964
739	5565	1955
740	5571	1947
741	5575	1938
742	5580	1930
743	5586	1922
744	5590	1913
745	5595	1905
746	5601	1897
747	5606	1888
748	5610	1880
749	5617	1872
750	5621	1863
751	5625	1855
752	5631	1847
753	5638	1839
754	5643	1831
755	5649	1823
756	5654	1815
757	5658	1806
758	5664	1798
759	5669	1790
760	5673	1781
761	5680	1774
762	5685	1765
763	5689	1757
764	5696	1749
765	5700	1741
766	5705	1733
767	5710	1724
768	5715	1716
769	5719	1708
770	5727	1701
771	5734	1693
772	5739	1685
773	5746	1678
774	5753	1670
775	5762	1663
776	5770	1656
777	5778	1648
778	5783	1640
779	5790	1633
780	5797	1625
781	5802	1617
782	5809	1610
783	5814	1602
784	5819	1593
785	5827	1586
786	5832	1578
787	5840	1571
788	5846	1563
789	5851	1555
790	5857	1547
791	5862	1539
792	5872	1532
793	5880	1525
794	5886	1517
795	5892	1510
796	5897	1502
797	5907	1495
798	5911	1487
799	5916	1479
800	5923	1471
801	5929	1463
802	5937	1456
803	5943	1448
804	5951	1441
805	5957	1434
806	5963	1426
807	5972	1419
808	5977	1411
809	5984	1403
810	5990	1396
811	5995	1388
812	6002	1380
813	6007	1372
814	6012	1364
815	6017	1356
816	6021	1348
817	6026	1340
818	6033	1333
819	6037	1325
820	6042	1317
821	6048	1309
822	6052	1301
823	6057	1293
824	6063	1286
825	6068	1278
826	6073	1270
827	6079	1262
828	6083	1254
829	6089	1247
830	6095	1239
831	6100	1231
832	6104	1223
833	6110	1216
834	6116	1208
835	6120	1200
836	6128	1193
837	6133	1185
838	6138	1177
839	6145	1170
840	6150	1162
841	6154	1154
842	6161	1147
843	6165	1139
844	6170	1131
845	6176	1124
846	6180	1116
847	6185	1108
848	6191	1101
849	6196	1093
850	6200	1085
851	6206	1078
852	6211	1070
853	6215	1062
854	6221	1055
855	6226	1047
856	6231	1039
857	6235	1032
858	6240	1024
859	6245	1016
860	6249	1008
861	6256	1001
862	6260	993
863	6265	986
864	6272	978
865	6276	971
866	6281	963
867	6287	956
868	6292	948
869	6296	940
870	6302	933
871	6307	925
872	6311	918
873	6317	910
874	6322	903
875	6327	895
876	6332	888
877	6336	880
878	6341	872
879	6345	865
880	6351	857
881	6357	850
882	6365	843
883	6371	836
884	6376	828
885	6385	821
886	6391	814
887	6400	807
888	6406	799
889	6416	793
890	6424	785
891	6434	779
892	6440	771
893	6449	764
894	6456	757
895	6465	750
896	6472	743
897	6479	735
898	6486	728
899	6496	721
900	6505	714
901	6512	707
902	6517	700
903	6530	693
904	6536	686
905	6543	678
906	6548	671
907	6553	664
908	6565	657
909	6570	649
910	6581	642
911	6587	635
912	6597	628
913	6601	621
914	6609	613
915	6614	606
916	6619	599
917	6626	591
918	6630	584
919	6635	576
920	6642	569
921	6646	562
922	6651	554
923	6657	547
924	6662	540
925	6666	532
926	6672	525
927	6677	518
928	6681	510
929	6688	503
930	6693	496
931	6697	488
932	6703	481
933	6709	474
934	6714	466
935	6721	459
936	6725	452
937	6730	444
938	6737	437
939	6742	430
940	6746	423
941	6752	415
942	6757	408
943	6761	401
944	6770	394
945	6774	386
946	6779	379
947	6785	372
948	6790	364
949	6794	357
950	6801	350
951	6806	343
952	6810	335
953	6816	328
954	6821	321
955	6825	314
956	6832	306
957	6839	299
958	6846	292
959	6851	285
960	6857	278
961	6864	271
962	6871	264
963	6878	256
964	6884	249
965	6890	242
966	6897	235
967	6902	228
968	6909	221
969	6916	213
970	6923	206
971	6933	199
972	6938	192
973	6952	185
974	6962	178
975	6967	171
976	6974	164
977	6981	157
978	6989	149
979	6995	142
980	7000	135
981	7009	128
982	7016	121
983	7027	114
984	7042	107
985	7049	100
986	7057	92
987	7063	85
988	7074	78
989	7080	71
990	7092	64
991	7099	57
992	7105	50
993	7111	42
994	7119	35
995	7124	28
996	7130	21
997	7137	14
998	7148	7
999	7154	0
